Time passed, x, y 
2.680788516998291, 1, 0, 
2.7835819721221924, 1, 1, 
2.894057273864746, 1, 1, 
2.9990246295928955, 2, 1, 
3.1035847663879395, 3, 1, 
3.209453821182251, 3, 1, 
3.3138530254364014, 3, 2, 
3.4198124408721924, 3, 3, 
3.524433135986328, 3, 3, 
3.6293623447418213, 3, 3, 
3.733982801437378, 2, 3, 
3.838209629058838, 1, 3, 
3.9393882751464844, 1, 3, 
4.044326305389404, 1, 4, 
4.1486899852752686, 1, 5, 
4.25354266166687, 1, 6, 
4.357357978820801, 1, 7, 
4.4616358280181885, 2, 7, 
4.566267967224121, 3, 7, 
4.6699137687683105, 4, 7, 
4.775198698043823, 5, 7, 
4.880203008651733, 5, 8, 
4.9852964878082275, 5, 9, 
5.0904929637908936, 6, 9, 
5.194388151168823, 7, 9, 
5.300026178359985, 7, 9, 
5.402854919433594, 7, 8, 
5.507694959640503, 7, 7, 
5.608874320983887, 8, 7, 
5.713913679122925, 8, 7, 
5.818655252456665, 9, 7, 
5.920984983444214, 9, 7, 
6.022111415863037, 9, 7, 
6.127509832382202, 9, 8, 
6.2317352294921875, 9, 8, 
6.336421012878418, 9, 8, 
6.43925404548645, 9, 8, 
6.543975830078125, 9, 8, 
6.648070812225342, 9, 8, 
6.751798868179321, 9, 9, 
6.8566765785217285, 9, 9, 
6.960652828216553, 10, 9, 
7.064872741699219, 11, 9, 
7.165308952331543, 11, 9, 
7.2688963413238525, 11, 10, 
7.374334096908569, 11, 11, 
7.477617502212524, 11, 12, 
7.581475257873535, 11, 13, 
7.68601131439209, 11, 14, 
7.790910243988037, 11, 15, 
7.891790866851807, 10, 15, 
7.995354652404785, 10, 15, 
8.099829912185669, 9, 15, 
8.204121351242065, 9, 15, 
8.30551791191101, 9, 15, 
8.409801244735718, 9, 14, 
8.514211893081665, 9, 13, 
8.618252515792847, 8, 13, 
8.722403287887573, 7, 13, 
8.825739860534668, 7, 13, 
8.930012702941895, 7, 13, 
9.175743818283081, 7, 13, 
9.278390645980835, 7, 14, 
9.381640434265137, 7, 15, 
9.48507022857666, 7, 15, 
9.589298009872437, 7, 15, 
9.695526599884033, 7, 15, 
9.798580646514893, 6, 15, 
9.902761459350586, 5, 15, 
10.007072925567627, 5, 15, 
10.111355304718018, 5, 14, 
10.214841365814209, 5, 13, 
10.317370653152466, 5, 12, 
10.421745777130127, 5, 11, 
10.525269269943237, 5, 11, 
10.630228757858276, 5, 11, 
10.733907461166382, 4, 11, 
10.837453365325928, 3, 11, 
10.941865682601929, 2, 11, 
11.045881271362305, 1, 11, 
11.150189876556396, 1, 11, 
11.440770387649536, 1, 11, 
11.543182134628296, 1, 12, 
11.64716386795044, 1, 13, 
11.751173734664917, 1, 14, 
11.855307817459106, 1, 15, 
11.956165313720703, 1, 16, 
