Time passed, x, y 
1.3022429943084717, 1, 0, 
1.4043784141540527, 1, 0, 
1.5919694900512695, 1, 0, 
1.6961688995361328, 1, 0, 
3.5206916332244873, 1, 0, 
3.623239278793335, 1, 1, 
3.826007604598999, 1, 1, 
3.9306492805480957, 2, 1, 
4.034768104553223, 3, 1, 
4.140085220336914, 3, 1, 
4.244857549667358, 3, 2, 
4.3490307331085205, 3, 3, 
4.554542303085327, 3, 4, 
4.6581175327301025, 3, 3, 
4.761437177658081, 3, 2, 
4.865159034729004, 3, 1, 
4.970290422439575, 3, 1, 
5.0707783699035645, 2, 1, 
5.175494194030762, 2, 1, 
5.279682159423828, 1, 1, 
5.383867025375366, 1, 1, 
5.489718437194824, 1, 1, 
5.593079328536987, 1, 0, 
5.697861194610596, 1, 0, 
5.970457553863525, 1, 0, 
6.075043439865112, 1, 1, 
6.178686857223511, 1, 1, 
6.283973455429077, 1, 1, 
6.388325452804565, 2, 1, 
6.4921698570251465, 3, 1, 
6.599241256713867, 3, 1, 
6.703132629394531, 3, 2, 
6.805208206176758, 3, 3, 
6.910837650299072, 3, 4, 
7.015008449554443, 3, 5, 
7.119046211242676, 3, 5, 
7.224422454833984, 3, 5, 
7.329082489013672, 2, 5, 
7.433405637741089, 1, 5, 
7.538358449935913, 1, 5, 
7.641858339309692, 1, 6, 
7.747149229049683, 1, 7, 
7.85014796257019, 1, 8, 
7.954841136932373, 1, 9, 
8.060514688491821, 1, 9, 
8.164692401885986, 1, 9, 
8.268909931182861, 2, 9, 
8.3725905418396, 3, 9, 
8.473617792129517, 3, 9, 
8.577123641967773, 3, 8, 
8.68257761001587, 3, 7, 
8.787176609039307, 3, 7, 
8.890780925750732, 4, 7, 
8.99467396736145, 5, 7, 
9.099350690841675, 5, 7, 
9.203759670257568, 5, 6, 
9.308608770370483, 5, 5, 
9.411972045898438, 5, 4, 
9.517120361328125, 5, 3, 
9.621982336044312, 5, 2, 
9.7228524684906, 5, 2, 
9.827083826065063, 5, 1, 
9.93108057975769, 6, 1, 
10.034854888916016, 7, 1, 
10.13978886604309, 7, 1, 
10.242508888244629, 7, 1, 
10.347479104995728, 7, 1, 
10.451643943786621, 7, 1, 
10.5556480884552, 7, 2, 
10.659049034118652, 7, 3, 
10.762264251708984, 7, 3, 
10.865107774734497, 8, 3, 
10.968976736068726, 9, 3, 
11.072695255279541, 10, 3, 
11.176026582717896, 11, 3, 
11.279767274856567, 11, 3, 
11.380506992340088, 11, 3, 
11.48518180847168, 11, 2, 
11.588578939437866, 11, 2, 
11.69296646118164, 11, 2, 
11.793834447860718, 11, 2, 
11.897953987121582, 11, 1, 
11.998611450195312, 12, 1, 
12.102409839630127, 12, 1, 
12.20651125907898, 12, 1, 
12.310608386993408, 12, 1, 
12.414384841918945, 13, 1, 
12.51774263381958, 14, 1, 
12.62056279182434, 15, 1, 
12.724452018737793, 15, 1, 
12.830433130264282, 15, 1, 
12.934165000915527, 15, 2, 
13.038188219070435, 15, 3, 
13.141488313674927, 15, 4, 
13.24566650390625, 15, 5, 
13.349146842956543, 15, 6, 
13.45331597328186, 15, 7, 
13.558307886123657, 15, 7, 
13.65950632095337, 14, 7, 
13.762970685958862, 14, 7, 
13.866383075714111, 13, 7, 
13.971266984939575, 12, 7, 
14.075783967971802, 11, 7, 
14.1803879737854, 11, 7, 
14.283818483352661, 11, 6, 
14.38797664642334, 11, 5, 
14.492143869400024, 11, 5, 
14.596693754196167, 11, 5, 
14.700277328491211, 10, 5, 
14.804622888565063, 9, 5, 
14.909131526947021, 9, 5, 
15.012881755828857, 9, 6, 
15.117033958435059, 9, 7, 
15.2201669216156, 9, 8, 
15.32425570487976, 9, 9, 
15.428440809249878, 9, 9, 
15.529103755950928, 8, 9, 
15.633951902389526, 8, 9, 
15.739097356796265, 7, 9, 
15.842478275299072, 7, 10, 
15.94615364074707, 7, 11, 
16.049676179885864, 7, 12, 
16.154189825057983, 7, 13, 
16.258627891540527, 7, 14, 
16.362751483917236, 7, 15, 
16.466647148132324, 7, 15, 
16.568519830703735, 6, 15, 
16.672243356704712, 6, 15, 
16.77687907218933, 5, 15, 
16.880136013031006, 5, 15, 
16.984063863754272, 5, 15, 
17.08490800857544, 5, 15, 
17.18960165977478, 5, 14, 
17.293314695358276, 5, 13, 
17.396838903427124, 5, 13, 
17.501739740371704, 4, 13, 
17.60595440864563, 3, 13, 
17.709294319152832, 2, 13, 
17.81453514099121, 1, 13, 
17.91879892349243, 1, 13, 
18.02230954170227, 1, 13, 
18.126370191574097, 1, 14, 
18.441957235336304, 1, 15, 
18.543083667755127, 1, 16, 
