Time passed, x, y 
1.6569085121154785, 1, 0, 
1.759906530380249, 1, 1, 
2.0727460384368896, 1, 1, 
2.178750514984131, 2, 1, 
2.283843994140625, 3, 1, 
2.478325366973877, 3, 1, 
2.583249568939209, 3, 2, 
2.6882131099700928, 3, 3, 
2.7937231063842773, 3, 3, 
2.9351537227630615, 3, 3, 
3.040220022201538, 2, 3, 
3.145653247833252, 1, 3, 
3.250358819961548, 1, 3, 
3.355149030685425, 1, 3, 
3.4606564044952393, 1, 3, 
3.5651798248291016, 1, 4, 
3.6688480377197266, 1, 5, 
3.7739100456237793, 1, 6, 
3.87858510017395, 1, 7, 
3.9837679862976074, 1, 7, 
4.088482856750488, 2, 7, 
4.193732976913452, 3, 7, 
4.298934698104858, 4, 7, 
4.402850866317749, 5, 7, 
4.507760047912598, 5, 7, 
4.612466812133789, 5, 8, 
4.7164835929870605, 5, 9, 
4.821362733840942, 5, 9, 
4.926284313201904, 6, 9, 
5.0309929847717285, 7, 9, 
5.135366678237915, 7, 9, 
5.29397177696228, 7, 9, 
5.398571491241455, 7, 8, 
5.50366997718811, 7, 7, 
5.6081647872924805, 7, 7, 
5.713857173919678, 7, 7, 
5.81775426864624, 8, 7, 
5.92283821105957, 9, 7, 
6.027862787246704, 9, 7, 
6.133336305618286, 9, 8, 
6.237373113632202, 9, 9, 
6.342161417007446, 9, 9, 
6.488893032073975, 9, 9, 
6.593902587890625, 10, 9, 
6.6978631019592285, 11, 9, 
6.8029420375823975, 11, 9, 
6.909392833709717, 11, 10, 
7.012840032577515, 11, 11, 
7.117386102676392, 11, 12, 
7.221908092498779, 11, 13, 
7.3267152309417725, 11, 14, 
7.432171821594238, 11, 15, 
7.537421941757202, 11, 15, 
9.116751670837402, 11, 15, 
9.22101640701294, 10, 15, 
9.323792695999146, 9, 15, 
9.42920207977295, 9, 15, 
9.600284814834595, 9, 15, 
9.705630779266357, 9, 14, 
9.810142278671265, 9, 13, 
9.914633750915527, 9, 13, 
10.019566297531128, 9, 13, 
10.1241135597229, 8, 13, 
10.230079174041748, 7, 13, 
10.335649013519287, 7, 13, 
10.440788507461548, 7, 13, 
10.546398162841797, 7, 14, 
10.650755167007446, 7, 15, 
10.75634765625, 7, 15, 
10.860509634017944, 7, 15, 
10.965185403823853, 6, 15, 
11.070108652114868, 5, 15, 
11.175943374633789, 5, 15, 
11.279646396636963, 5, 15, 
11.3939049243927, 5, 15, 
11.499720096588135, 5, 14, 
11.604344129562378, 5, 13, 
11.708799123764038, 5, 12, 
11.812924861907959, 5, 11, 
11.917433023452759, 5, 11, 
12.86460018157959, 5, 11, 
12.967902183532715, 4, 11, 
13.071767807006836, 3, 11, 
13.176509380340576, 2, 11, 
13.28081750869751, 1, 11, 
44.17862510681152, 1, 11, 
44.28207087516785, 2, 11, 
44.38644981384277, 3, 11, 
45.08375787734985, 4, 11, 
45.347692012786865, 5, 11, 
45.45019555091858, 5, 12, 
45.55457425117493, 5, 13, 
45.65994167327881, 5, 14, 
45.76237154006958, 5, 15, 
45.86801218986511, 5, 15, 
45.972408294677734, 6, 15, 
46.07653999328613, 7, 15, 
46.18063473701477, 7, 15, 
46.28630471229553, 7, 15, 
46.39221692085266, 7, 14, 
46.50740337371826, 7, 13, 
46.611624240875244, 8, 13, 
46.71554684638977, 9, 13, 
46.82034754753113, 9, 13, 
46.92608094215393, 9, 13, 
47.031410455703735, 9, 14, 
47.13623809814453, 9, 15, 
47.24099397659302, 9, 15, 
47.346333026885986, 10, 15, 
47.452189207077026, 11, 15, 
47.55593967437744, 12, 15, 
47.66079902648926, 13, 15, 
47.76525545120239, 14, 15, 
47.87012076377869, 15, 15, 
48.00173878669739, 15, 15, 
48.10716271400452, 14, 15, 
48.211175203323364, 13, 15, 
48.315316915512085, 12, 15, 
48.420528173446655, 11, 15, 
48.526755809783936, 10, 15, 
48.63111853599548, 9, 15, 
48.73744082450867, 9, 15, 
48.843838691711426, 9, 15, 
48.94638442993164, 9, 14, 
49.04769682884216, 9, 13, 
49.15175652503967, 9, 13, 
49.30955386161804, 9, 13, 
49.41329836845398, 8, 13, 
49.51863718032837, 7, 13, 
49.62276101112366, 7, 13, 
49.726969957351685, 7, 13, 
49.832396268844604, 7, 13, 
49.93635535240173, 7, 14, 
50.04111075401306, 7, 15, 
50.14451718330383, 7, 15, 
50.249436378479004, 7, 15, 
50.35466456413269, 7, 15, 
50.460230112075806, 6, 15, 
50.564788818359375, 5, 15, 
50.66896915435791, 5, 15, 
50.77451848983765, 5, 15, 
50.87743401527405, 5, 14, 
50.98231506347656, 5, 13, 
51.08775973320007, 5, 12, 
51.19267416000366, 5, 11, 
51.29692578315735, 5, 11, 
51.40321493148804, 5, 11, 
54.96355676651001, 5, 11, 
55.066486120224, 4, 11, 
56.389848947525024, 3, 11, 
56.492823362350464, 2, 11, 
189.18054509162903, 1, 11, 
189.28287744522095, 1, 12, 
189.3866147994995, 1, 13, 
189.49052953720093, 1, 14, 
189.5936200618744, 1, 15, 
189.69409275054932, 1, 16, 
