Time passed, x, y 
1.2844102382659912, 1, 0, 
1.3884532451629639, 1, 1, 
1.587244987487793, 1, 1, 
1.6933608055114746, 2, 1, 
1.7988135814666748, 3, 1, 
1.9034545421600342, 3, 1, 
2.0096428394317627, 3, 1, 
2.1160669326782227, 3, 2, 
2.222324848175049, 3, 3, 
2.3289246559143066, 3, 4, 
2.433962106704712, 3, 5, 
2.5399258136749268, 3, 5, 
2.68272066116333, 3, 5, 
2.7897396087646484, 2, 5, 
2.895359516143799, 1, 5, 
3.0007944107055664, 1, 5, 
3.1068248748779297, 1, 5, 
3.212226390838623, 1, 5, 
3.3187334537506104, 1, 5, 
3.4240221977233887, 1, 6, 
3.5300793647766113, 1, 7, 
3.6336522102355957, 1, 8, 
3.7385995388031006, 1, 9, 
3.8446052074432373, 1, 9, 
3.951075792312622, 1, 9, 
4.057906150817871, 2, 9, 
4.211352586746216, 3, 9, 
4.317801475524902, 3, 8, 
4.424113750457764, 3, 7, 
4.5300233364105225, 3, 7, 
4.649302005767822, 3, 7, 
4.7560601234436035, 4, 7, 
4.89590859413147, 5, 7, 
5.001779794692993, 5, 6, 
5.107900619506836, 5, 5, 
5.215321779251099, 5, 4, 
5.3215155601501465, 5, 3, 
5.427778959274292, 5, 2, 
5.533594608306885, 5, 1, 
5.979222297668457, 5, 1, 
6.083719968795776, 6, 1, 
6.18842887878418, 7, 1, 
6.444010019302368, 7, 1, 
6.549083471298218, 7, 2, 
6.652824878692627, 7, 3, 
6.75980806350708, 7, 3, 
6.8856120109558105, 7, 3, 
6.991769790649414, 8, 3, 
7.09808611869812, 9, 3, 
7.2025275230407715, 10, 3, 
7.305771350860596, 11, 3, 
7.412585735321045, 11, 3, 
7.519145727157593, 11, 3, 
8.024008989334106, 11, 3, 
8.127737283706665, 11, 2, 
8.22993516921997, 11, 1, 
8.33313512802124, 11, 1, 
8.437478065490723, 11, 1, 
8.540611505508423, 11, 1, 
8.644154787063599, 11, 1, 
8.747100591659546, 11, 1, 
8.851046085357666, 11, 1, 
8.95719027519226, 11, 1, 
9.062884330749512, 11, 1, 
9.169424533843994, 11, 1, 
9.276159763336182, 12, 1, 
9.381230354309082, 13, 1, 
9.4861319065094, 14, 1, 
9.592646837234497, 15, 1, 
9.697572469711304, 15, 1, 
9.801298141479492, 15, 2, 
9.904282093048096, 15, 3, 
10.008633852005005, 15, 4, 
10.113468170166016, 15, 5, 
10.215903282165527, 15, 6, 
10.322870969772339, 15, 7, 
10.427995204925537, 15, 7, 
10.533313989639282, 15, 7, 
10.638598680496216, 15, 7, 
10.743359804153442, 15, 7, 
10.84602689743042, 15, 7, 
10.951875925064087, 15, 7, 
11.057646989822388, 15, 7, 
11.497147560119629, 15, 7, 
11.60169529914856, 14, 7, 
11.705872297286987, 13, 7, 
11.8118155002594, 12, 7, 
11.918973922729492, 11, 7, 
12.025002241134644, 11, 7, 
12.13066029548645, 11, 7, 
12.413609027862549, 11, 7, 
12.518351793289185, 11, 6, 
12.623200178146362, 11, 5, 
12.92293906211853, 11, 5, 
13.027203798294067, 10, 5, 
13.133348226547241, 9, 5, 
13.238510847091675, 9, 5, 
13.404804468154907, 9, 5, 
13.510610818862915, 9, 6, 
13.613960981369019, 9, 7, 
13.71565842628479, 9, 8, 
13.81917953491211, 9, 9, 
28.306375741958618, 9, 9, 
28.410072565078735, 8, 9, 
28.515945196151733, 7, 9, 
28.62129259109497, 7, 9, 
28.725236415863037, 7, 9, 
28.831557750701904, 7, 10, 
28.937212467193604, 7, 11, 
29.042770624160767, 7, 12, 
29.148805379867554, 7, 13, 
29.254241943359375, 7, 14, 
29.361034631729126, 7, 15, 
29.467426538467407, 6, 15, 
29.57005548477173, 5, 15, 
29.67557716369629, 5, 15, 
29.781524896621704, 5, 15, 
29.885676860809326, 5, 14, 
29.98872709274292, 5, 13, 
30.09431028366089, 5, 13, 
30.201502323150635, 4, 13, 
30.307860136032104, 3, 13, 
30.41274380683899, 2, 13, 
30.519118785858154, 1, 13, 
30.62499976158142, 1, 13, 
30.73090696334839, 1, 14, 
30.83732533454895, 1, 15, 
30.93760871887207, 1, 16, 
