Time passed, x, y 
1.2472186088562012, 1, 0, 
1.3507397174835205, 1, 1, 
1.4543554782867432, 1, 1, 
1.5594885349273682, 1, 1, 
1.6646244525909424, 2, 1, 
1.7695350646972656, 3, 1, 
1.8739848136901855, 3, 2, 
1.980072259902954, 3, 3, 
2.0839948654174805, 3, 4, 
2.1876659393310547, 3, 5, 
2.2934727668762207, 3, 5, 
2.3984525203704834, 3, 5, 
2.5026779174804688, 2, 5, 
2.607017993927002, 1, 5, 
2.711779832839966, 1, 5, 
2.81613826751709, 1, 6, 
2.9209957122802734, 1, 7, 
3.0256848335266113, 1, 8, 
3.130666732788086, 1, 9, 
3.2311503887176514, 2, 9, 
3.3359897136688232, 2, 9, 
3.4408223628997803, 3, 9, 
3.545301675796509, 3, 9, 
3.6495509147644043, 3, 8, 
3.753974199295044, 3, 7, 
3.858546495437622, 3, 7, 
3.9627649784088135, 4, 7, 
4.06807541847229, 5, 7, 
4.170790195465088, 5, 6, 
4.275458574295044, 5, 5, 
4.378232479095459, 5, 4, 
4.484013319015503, 5, 3, 
4.588579893112183, 5, 2, 
4.689807415008545, 5, 2, 
4.793553113937378, 5, 1, 
4.898929119110107, 6, 1, 
5.00272798538208, 7, 1, 
5.105188369750977, 7, 1, 
5.210954666137695, 7, 1, 
5.315598487854004, 7, 1, 
5.419869661331177, 7, 1, 
5.524733304977417, 7, 2, 
5.628050327301025, 7, 3, 
5.731994867324829, 7, 3, 
5.835596323013306, 8, 3, 
5.938798904418945, 9, 3, 
6.041849851608276, 10, 3, 
6.14759373664856, 11, 3, 
6.2522382736206055, 11, 3, 
6.355706453323364, 11, 2, 
6.460286378860474, 11, 1, 
6.56506085395813, 12, 1, 
6.668270111083984, 13, 1, 
6.771575212478638, 14, 1, 
6.876765727996826, 15, 1, 
6.977771282196045, 15, 1, 
7.083081960678101, 15, 2, 
7.186944484710693, 15, 3, 
7.290753364562988, 15, 4, 
7.394991159439087, 15, 5, 
7.500162601470947, 15, 6, 
7.603594541549683, 15, 7, 
7.707889556884766, 15, 7, 
7.812774658203125, 15, 7, 
7.917100191116333, 14, 7, 
8.020867347717285, 13, 7, 
8.124095439910889, 12, 7, 
8.228475093841553, 11, 7, 
8.333077192306519, 11, 7, 
8.433629274368286, 11, 7, 
8.537198543548584, 11, 6, 
8.641321897506714, 11, 5, 
8.74607515335083, 11, 5, 
8.849434852600098, 10, 5, 
8.95382833480835, 9, 5, 
9.058280229568481, 9, 5, 
9.161709547042847, 9, 6, 
9.265942335128784, 9, 7, 
9.37069034576416, 9, 8, 
9.473519802093506, 9, 9, 
9.578336238861084, 9, 9, 
9.679397821426392, 8, 9, 
9.781781196594238, 8, 9, 
9.886455535888672, 7, 9, 
9.989423274993896, 7, 9, 
10.09360647201538, 7, 10, 
10.197282552719116, 7, 11, 
10.300656795501709, 7, 12, 
10.40480899810791, 7, 13, 
10.508252143859863, 7, 14, 
10.612964391708374, 7, 15, 
10.991757154464722, 7, 15, 
11.09506630897522, 6, 15, 
11.198769569396973, 5, 15, 
11.302883386611938, 5, 15, 
11.408432006835938, 5, 15, 
11.513358116149902, 5, 15, 
11.617582321166992, 5, 14, 
11.721437454223633, 5, 13, 
11.82573914527893, 5, 13, 
11.92945909500122, 5, 13, 
12.034799337387085, 4, 13, 
12.138578653335571, 3, 13, 
12.242018222808838, 2, 13, 
12.345887899398804, 1, 13, 
12.449819803237915, 1, 13, 
15.674018621444702, 1, 13, 
15.777181625366211, 1, 14, 
15.879496335983276, 1, 15, 
15.9806387424469, 1, 16, 
